ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,fisher-price,fisher-avail,fisher-url,sigma-price,sigma-avail,sigma-url
POOL-00026479,"InChI=1S/C10H10F3NO2/c1-2-16-9(15)14-8-5-3-7(4-6-8)10(11,12)13/h3-6H,2H2,1H3,(H,14,15)",CCOC(=O)Nc1ccc(C(F)(F)F)cc1,359.322045739688,False,['23794-73-2'],0.2151302482,4,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s717290
POOL-00013041,"InChI=1S/C8H11F3O2/c9-8(10,11)6-3-1-2-5(4-6)7(12)13/h5-6H,1-4H2,(H,12,13)",O=C(O)C1CCCC(C(F)(F)F)C1,200.0560450493849,False,"['104907-44-0', '31003-70-0']",0.2186591916,4,,,,$187.50/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/astatechinc/ate458963804?context=bbe
POOL-00005710,"InChI=1S/C9H8BrFO2S/c10-7-2-1-6(8(11)3-7)4-14-5-9(12)13/h1-3H,4-5H2,(H,12,13)",O=C(O)CSCc1ccc(Br)cc1F,343.58388104417253,False,['1155604-85-5'],0.2220500383,4,,,,,,
POOL-00014407,"InChI=1S/C8H5F5O/c1-2(14)3-4(9)6(11)8(13)7(12)5(3)10/h2,14H,1H3",CC(O)c1c(F)c(F)c(F)c(F)c1F,345.4797676207678,False,"['830-50-2', '75853-08-6', '7583-08-6']",0.2339189595,4,"$46.90
Each of 1/10g",Check Availability,https://www.fishersci.com/shop/products/1-pentafluorophenyl-ethanol-96-thermo-scientific/AAL0261009#830-50-2,$14.30/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo455837292?context=bbe
POOL-00026494,"InChI=1S/C9H7F3O2S/c10-9(11,12)15-7-4-2-1-3-6(7)5-8(13)14/h1-4H,5H2,(H,13,14)",O=C(O)Cc1ccccc1SC(F)(F)F,362.62024384389065,False,['239080-01-4'],0.2212944624,4,,,,,,
POOL-00030028,"InChI=1S/C7H4F4O/c8-5-2-1-4(3-6(5)12)7(9,10)11/h1-3,12H",Oc1cc(C(F)(F)F)ccc1F,291.9481169757027,False,['141483-15-0'],0.2242286651,4,"$277.50
Each/25g",Check Availability,,$66.50/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/436127
POOL-00026562,"InChI=1S/C8H11F3O2/c9-8(10,11)6-3-1-5(2-4-6)7(12)13/h5-6H,1-4H2,(H,12,13)",O=C(O)C1CCC(C(F)(F)F)CC1,192.0560450493849,False,"['95233-30-0', '133261-33-3', '1202578-27-5']",0.2184611859,4,"$28.65
Each/1g",Check Availability,,$104.00/5 G,"Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/579122
POOL-00026259,"InChI=1S/C7H4F4O/c8-4-1-2-5(6(12)3-4)7(9,10)11/h1-3,12H",Oc1cc(F)ccc1C(F)(F)F,291.9481169757028,False,['243459-91-8'],0.215117654,4,"$79.30
Each/1g",Check Availability,https://www.fishersci.com/shop/products/5-fluoro-2-trifluoromethyl-phenol-97-thermo-scientific/AAH3244503#243459-91-8,$68.10/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/mno000015
POOL-00028665,"InChI=1S/C10H12O2S/c1-8-2-4-9(5-3-8)6-13-7-10(11)12/h2-5H,6-7H2,1H3,(H,11,12)",Cc1ccc(CSCC(=O)O)cc1,279.48114931490306,False,['58511-20-9'],0.21697407,4,,,,,,
POOL-00018173,"InChI=1S/C9H9BrO2S/c10-8-3-1-2-7(4-8)5-13-6-9(11)12/h1-4H,5-6H2,(H,11,12)",O=C(O)CSCc1cccc(Br)c1,301.4211052507959,False,['98288-01-8'],0.2225885122,4,,,,,,
POOL-00020745,"InChI=1S/C9H7F4NO2/c10-6-2-1-3-7(4-6)14-8(15)16-5-9(11,12)13/h1-4H,5H2,(H,14,15)",OC(=Nc1cccc(F)c1)OCC(F)(F)F,389.3405296513149,False,['200876-84-2'],0.2186738329,4,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s795100
POOL-00042523,"InChI=1S/C10H10F3NO2/c1-2-16-8-5-3-7(4-6-8)14-9(15)10(11,12)13/h3-6H,2H2,1H3,(H,14,15)",CCOc1ccc(NC(=O)C(F)(F)F)cc1,359.322045739688,False,['457-53-4'],0.2161844063,4,,,,$134.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph007018
POOL-00043452,"InChI=1S/C8H8O2S/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)",CSc1ccccc1C(=O)O,270.54949758389114,False,['3724-10-5'],0.2151357937,4,"$101.70
Each/5g",Check Availability,https://www.fishersci.com/shop/products/2-methylthio-benzoic-acid-98-thermo-scientific/AAA1037906#3724-10-5,$150.00/5 G,"Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/523127
POOL-00010009,"InChI=1S/C11H10F4O2/c12-8-4-1-7(2-5-8)3-6-9(10(16)17)11(13,14)15/h1-2,4-5,9H,3,6H2,(H,16,17)",O=C(O)C(CCc1ccc(F)cc1)C(F)(F)F,383.4530587502513,False,['932710-60-6'],0.2193451494,4,,,,,,
POOL-00026489,"InChI=1S/C8H7F3OS/c9-8(10,11)13-7-3-1-6(5-12)2-4-7/h1-4,12H,5H2",OCc1ccc(SC(F)(F)F)cc1,267.7127825957457,False,['56456-52-1'],0.2692176057,4,,,,$26.40/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo455833968?context=bbe
POOL-00009650,"InChI=1S/C8H11F3O2/c9-8(10,11)7(6(12)13)4-2-1-3-5-7/h1-5H2,(H,12,13)",O=C(O)C1(C(F)(F)F)CCCCC1,203.9249038079664,False,['180918-40-5'],0.2182033787,4,,,,,,
POOL-00025105,"InChI=1S/C8H11F3O2S/c9-8(10,11)6(7(12)13)4-5-2-1-3-14-5/h5-6H,1-4H2,(H,12,13)",O=C(O)C(CC1CCCS1)C(F)(F)F,211.12215638093863,False,['480438-83-3'],0.2171634095,4,,,,,,
POOL-00025206,"InChI=1S/C9H6F6O/c10-8(11,12)6-2-1-5(4-16)7(3-6)9(13,14)15/h1-3,16H,4H2",OCc1ccc(C(F)(F)F)cc1C(F)(F)F,378.5660921404976,False,['143158-15-0'],0.2161772724,4,,,,$22.00/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c49e9?context=bbe
POOL-00005494,"InChI=1S/C8H7F3OS/c1-5-4-6(2-3-7(5)12)13-8(9,10)11/h2-4,12H,1H3",Cc1cc(SC(F)(F)F)ccc1O,308.7477157867921,False,['709-96-6'],0.2560351879,4,"$459.00
Each/10 ug",Check Availability,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph011210
POOL-00019788,"InChI=1S/C10H12F3NO/c1-7(6-14)15-9-4-2-8(3-5-9)10(11,12)13/h2-5,7H,6,14H2,1H3",CC(CN)Oc1ccc(C(F)(F)F)cc1,307.43869392904594,False,['886763-49-1'],0.2313385,4,,,,,,
POOL-00009959,"InChI=1S/C9H9FO2S/c1-2-12-9(11)7-5-6(10)3-4-8(7)13/h3-5,13H,2H2,1H3",CCOC(=O)c1cc(F)ccc1S,325.3907822709722,False,['870703-85-8'],0.2459186134,4,,,,,,
POOL-00004667,"InChI=1S/C10H12F3NO/c1-7-2-3-8(5-14)9(4-7)15-6-10(11,12)13/h2-4H,5-6,14H2,1H3",Cc1ccc(CN)c(OCC(F)(F)F)c1,335.9296526271106,False,['1249802-64-9'],0.2308538533,4,,,,$143.00/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena370563095?context=bbe
POOL-00039856,"InChI=1S/C9H6F6O/c10-8(11,12)7(16,9(13,14)15)6-4-2-1-3-5-6/h1-5,16H",OC(c1ccccc1)(C(F)(F)F)C(F)(F)F,338.5022266712539,False,['718-64-9'],0.2237901135,4,"$22.10
Each/1g",Check Availability,https://www.fishersci.com/shop/products/1-1-1-3-3-3-hexafluoro-2-phenyl-2-propanol-98-thermo-scientific-2/AAB2136603#718-64-9,$147.00/10 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/107565
POOL-00007458,"InChI=1S/C6H5BrO2S/c1-3-2-4(6(8)9)10-5(3)7/h2H,1H3,(H,8,9)",Cc1cc(C(=O)O)sc1Br,247.2115744889365,False,['54796-53-1'],0.217167399,4,,,,$19.80/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh58064256?context=bbe
POOL-00009651,"InChI=1S/C7H9F3O2/c8-7(9,10)6(5(11)12)3-1-2-4-6/h1-4H2,(H,11,12)",O=C(O)C1(C(F)(F)F)CCCC1,191.31839426780127,False,['277756-44-2'],0.215968903,4,"$728.50
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/1-trifluoromethyl-cyclopentane-1-carboxylic-acid-thermo-scientific/MAY00118DE#277756-44-2,$175.00/250 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/694398
POOL-00023082,"InChI=1S/C7H5F3OS/c8-7(9,10)12-6-3-1-5(11)2-4-6/h1-4,11H",Oc1ccc(SC(F)(F)F)cc1,254.34915282664105,False,['461-84-7'],0.2620716077,4,"$96.40
Each/25g",Check Availability,,$57.40/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/470082
POOL-00008721,"InChI=1S/C9H8F3NOS/c10-9(11,12)6-3-1-2-4-7(6)14-5-8(13)15/h1-4H,5H2,(H2,13,15)",N=C(S)COc1ccccc1C(F)(F)F,364.62024384389065,False,['874804-03-2'],0.217265639,4,,,,,,
POOL-00001845,"InChI=1S/C10H8FNO2S/c1-14-9-3-2-6(11)4-7(9)8-5-15-10(13)12-8/h2-5H,1H3,(H,12,13)",COc1ccc(F)cc1-c1csc(O)n1,484.02466940888365,False,['1188118-07-1'],0.2161197051,4,,,,,,
POOL-00003819,"InChI=1S/C10H7FO2/c11-8-4-7(5-9(12)6-8)10-2-1-3-13-10/h1-6,12H",Oc1cc(F)cc(-c2ccco2)c1,386.6180242616029,False,['1261996-61-5'],0.2484485245,4,,,,$260.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/com448685107?context=bbe
POOL-00041012,"InChI=1S/C5H2Br2O2S/c6-2-1-3(5(8)9)10-4(2)7/h1H,(H,8,9)",O=C(O)c1cc(Br)c(Br)s1,249.11170901882664,False,['6324-10-3'],0.2193661688,4,"$272.00
Each/25g",Check Availability,https://www.fishersci.com/shop/products/4-5-dibromothiophene-2-carboxylic-acid-98-thermo-scientific/AAB2092814#6324-10-3,,,
POOL-00031441,"InChI=1S/C5H2Br2O2S/c6-2-1-3(7)10-4(2)5(8)9/h1H,(H,8,9)",O=C(O)c1sc(Br)cc1Br,268.61170901882656,False,['7311-68-4'],0.2192379425,4,,,,$78.90/1 G,"Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/753351
POOL-00032942,"InChI=1S/C12H16O2S/c1-12(2,3)9-4-6-10(7-5-9)15-8-11(13)14/h4-7H,8H2,1-3H3,(H,13,14)",CC(C)(C)c1ccc(SCC(=O)O)cc1,335.6349063503812,False,['4365-63-3'],0.2205001859,4,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s233560
POOL-00036832,"InChI=1S/C9H6F6O/c10-8(11,12)6-1-5(4-16)2-7(3-6)9(13,14)15/h1-3,16H,4H2",OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,346.3160921404976,False,['32707-89-4'],0.2166023278,4,"$25.95
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-5-bis-trifluoromethyl-benzyl-alcohol-98-thermo-scientific/AAA1929003#32707-89-4,$16.50/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d678633?context=bbe
POOL-00027712,"InChI=1S/C11H7FO2S/c12-8-3-1-7(2-4-8)9-5-6-10(15-9)11(13)14/h1-6H,(H,13,14)",O=C(O)c1ccc(-c2ccc(F)cc2)s1,487.54395814897066,False,['115933-30-7'],0.2218715433,4,"$78.70
Each/1g",Check Availability,https://www.fishersci.com/shop/products/5-4-fluorophenyl-thiophene-2-carboxylic-acid-97-thermo-scientific/AAH3157903#115933-30-7,$128.00/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/649341
POOL-00010010,"InChI=1S/C11H10BrF3O2/c12-8-4-1-7(2-5-8)3-6-9(10(16)17)11(13,14)15/h1-2,4-5,9H,3,6H2,(H,16,17)",O=C(O)C(CCc1ccc(Br)cc1)C(F)(F)F,386.69817124808776,False,['932710-61-7'],0.2230236435,4,,,,,,
POOL-00036423,"InChI=1S/C9H5F6NO/c10-8(11,12)5-2-1-3-6(4-5)16-7(17)9(13,14)15/h1-4H,(H,16,17)",OC(=Nc1cccc(C(F)(F)F)c1)C(F)(F)F,433.8475985464568,False,['2946-73-8'],0.2426235115,4,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r944882
POOL-00026557,"InChI=1S/C10H8F6O/c1-5(17)6-2-7(9(11,12)13)4-8(3-6)10(14,15)16/h2-5,17H,1H3",CC(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,371.9876416319234,False,['368-63-8'],0.2341980392,4,"$60.80
Each/1g",Check Availability,https://www.fishersci.com/shop/products/1-3-5-bis-trifluoromethyl-phenyl-ethanol-98-thermo-scientific/AAH3197203#368-63-8,$31.90/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f311d?context=bbe
POOL-00012150,"InChI=1S/C10H10O2S2/c11-9(12)7-14-10(13)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)",O=C(O)CSC(=S)Cc1ccccc1,322.15370011260666,False,['52999-90-3'],0.2205816405,4,,,,,,
POOL-00026457,"InChI=1S/C7H11F3O/c8-7(9,10)5-2-1-3-6(11)4-5/h5-6,11H,1-4H2",OC1CCCC(C(F)(F)F)C1,132.13760084411663,False,['454-63-7'],0.2187779768,4,,,,,,
POOL-00026588,"InChI=1S/C7H11F3O/c8-7(9,10)5-1-3-6(11)4-2-5/h5-6,11H,1-4H2",OC1CCC(C(F)(F)F)CC1,124.13760084411663,False,"['30129-18-1', '75091-93-9', '75091-92-8']",0.2250187893,4,"$327.50
Each of 1/5g",Check Availability,,,,
POOL-00014452,"InChI=1S/C8H15F3O/c1-2-3-4-5-6-7(12)8(9,10)11/h7,12H,2-6H2,1H3",CCCCCCC(O)C(F)(F)F,111.3608253197764,False,['453-43-0'],0.2147288223,4,,,,,,
POOL-00018785,"InChI=1S/C11H8F6O2/c12-10(13,14)7-2-3-8(11(15,16)17)6(5-7)1-4-9(18)19/h2-3,5H,1,4H2,(H,18,19)",O=C(O)CCc1cc(C(F)(F)F)ccc1C(F)(F)F,475.05424635000384,False,['302912-03-4'],0.2175378616,4,,,,$63.90/1 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/465860
POOL-00027112,"InChI=1S/C11H8F6O2/c12-10(13,14)7-3-6(1-2-9(18)19)4-8(5-7)11(15,16)17/h3-5H,1-2H2,(H,18,19)",O=C(O)CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,442.80424635000384,False,['181772-16-7'],0.2188562842,4,,,,$375.00/5 G,"Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/457043
POOL-00035770,"InChI=1S/C10H8O2/c11-9-3-1-7-5-10(12)4-2-8(7)6-9/h1-6,11-12H",Oc1ccc2cc(O)ccc2c1,379.8581352532283,False,['581-43-1'],0.2130556735,4,"$92.30
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/2-6-dihydroxynaphthalene-97-thermo-scientific/AC115030050#581-43-1,$107.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/275603
POOL-00028522,"InChI=1S/C10H6F4N2/c11-7-3-1-6(2-4-7)8-5-9(16-15-8)10(12,13)14/h1-5H,(H,15,16)",Fc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1,484.2652910666526,False,['142623-85-6'],0.2453855441,5,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l233056
POOL-00029565,"InChI=1S/C10H7F3N2O/c11-10(12,13)8-6-9(16)15(14-8)7-4-2-1-3-5-7/h1-6,14H",O=c1cc(C(F)(F)F)[nH]n1-c1ccccc1,539.1820520817373,False,"['96145-98-1', '781-93-1']",0.2463393205,5,,,,$13.20/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6fcae3?context=bbe
POOL-00029224,"InChI=1S/C10H7F3N2O/c11-10(12,13)9-8(16)6-15(14-9)7-4-2-1-3-5-7/h1-6,16H",Oc1cn(-c2ccccc2)nc1C(F)(F)F,490.5104035644892,False,['119868-24-5'],0.2176146597,5,,,,"$1,062.00/1 g",Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/matrixscientific/mat239354550?context=bbe
POOL-00026651,"InChI=1S/C10H7F3N2O/c11-10(12,13)7-2-1-3-8(4-7)15-6-9(16)5-14-15/h1-6,16H",Oc1cnn(-c2cccc(C(F)(F)F)c2)c1,504.76040356448914,False,['77458-38-9'],0.2193252699,5,,,,$148.80/500 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/keyorganicsbionet/key007387545?context=bbe
POOL-00037576,"InChI=1S/C9H6F4N2/c10-7(9(11,12)13)8-14-5-3-1-2-4-6(5)15-8/h1-4,7H,(H,14,15)",FC(c1nc2ccccc2[nH]1)C(F)(F)F,441.1622344144353,False,['41185-74-4'],0.240352582,5,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r434752
POOL-00028414,"InChI=1S/C11H9F3N2O/c1-17-8-4-2-7(3-5-8)9-6-10(16-15-9)11(12,13)14/h2-6H,1H3,(H,15,16)",COc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1,502.1802495992437,False,"['380905-15-7', '365427-25-4']",0.2218248179,5,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l233064
POOL-00043148,"InChI=1S/C10H9F3N2/c1-5-3-7-8(4-6(5)2)15-9(14-7)10(11,12)13/h3-4H,1-2H3,(H,14,15)",Cc1cc2nc(C(F)(F)F)[nH]c2cc1C,472.0972373716124,False,['1799-79-7'],0.2427412011,5,,,,,,
POOL-00031325,"InChI=1S/C10H7F3N2/c11-10(12,13)9-6-8(14-15-9)7-4-2-1-3-5-7/h1-6H,(H,14,15)",FC(F)(F)c1cc(-c2ccccc2)[nH]n1,445.1911024528266,False,['4027-54-7'],0.2536177914,5,,,,$49.20/100 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/t4376
POOL-00026628,"InChI=1S/C11H10F2N2O/c1-16-8-4-2-7(3-5-8)9-6-10(11(12)13)15-14-9/h2-6,11H,1H3,(H,14,15)",COc1ccc(-c2cc(C(F)F)n[nH]2)cc1,465.0917311207827,False,['1029636-42-7'],0.2270965094,5,,,,$90.20/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo455836548?context=bbe
POOL-00030134,"InChI=1S/C9H7F3N2O/c1-15-5-2-3-6-7(4-5)14-8(13-6)9(10,11)12/h2-4H,1H3,(H,13,14)",COc1ccc2nc(C(F)(F)F)[nH]c2c1,489.5533806976829,False,['3671-65-6'],0.2173550944,5,,,,$186.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/chemciascientificllc/c12h316ce6d7?context=bbe
POOL-00034311,"InChI=1S/C10H9F3N2S/c11-10(12,13)7-2-1-3-8(6-7)15-9-14-4-5-16-9/h1-3,6H,4-5H2,(H,14,15)",FC(F)(F)c1cccc(NC2=NCCS2)c1,414.7703233393215,False,['13578-56-8'],0.2134459202,5,,,,$134.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010750
POOL-00011799,"InChI=1S/C8H5F3N2O/c9-8(10,11)7-4-5(12-13-7)6-2-1-3-14-6/h1-4H,(H,12,13)",FC(F)(F)c1cc(-c2ccco2)[nH]n1,415.9783046609492,False,['197507-85-0'],0.2169726713,5,,,,$68.20/250 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/aobchem/aobh945511a5?context=bbe
POOL-00014889,"InChI=1S/C9H6F3NO/c10-9(11,12)6-3-1-2-5-4-7(14)13-8(5)6/h1-3H,4H2,(H,13,14)",OC1=Nc2c(cccc2C(F)(F)F)C1,409.00836068185725,False,['56341-40-3'],0.2493367709,5,,,,$77.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/chembridgecorporation/ch4309656747?context=bbe
POOL-00043233,"InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)",CN(C)C(O)=Nc1cccc(C(F)(F)F)c1,399.2957698029686,False,['2164-17-2'],0.2454691238,5,"$135.80
Each/25g",Check Availability,,,,
POOL-00022907,"InChI=1S/C9H6F3NO/c10-9(11,12)6-1-2-7-5(3-6)4-8(14)13-7/h1-3H,4H2,(H,13,14)",O=C1Cc2cc(C(F)(F)F)ccc2N1,397.53380714550445,False,['71293-62-4'],0.246832255,5,,,,$99.70/100 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/cds008597
POOL-00026106,"InChI=1S/C11H13F3N2/c12-11(13,14)9-7-8(15)3-4-10(9)16-5-1-2-6-16/h3-4,7H,1-2,5-6,15H2",Nc1ccc(N2CCCC2)c(C(F)(F)F)c1,381.30633185495856,False,['16085-45-3'],0.2325456883,5,,,,,,
POOL-00020903,"InChI=1S/C11H9F3N2/c1-7-2-4-8(5-3-7)9-6-10(16-15-9)11(12,13)14/h2-6H,1H3,(H,15,16)",Cc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1,482.6759367083525,False,"['219986-64-8', '948293-46-7', '26974-15-2']",0.2540450738,5,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l233021
POOL-00003896,"InChI=1S/C10H7F3N2O/c11-10(12,13)16-8-3-1-7(2-4-8)9-14-5-6-15-9/h1-6H,(H,14,15)",FC(F)(F)Oc1ccc(-c2ncc[nH]2)cc1,447.9164229725924,False,['885271-86-3'],0.2209806386,5,,,,$150.00/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/jwpharmlabllc/jwph3249d017?context=bbe
POOL-00008692,"InChI=1S/C9H7BrF3NO/c10-7-3-1-6(2-4-7)8(15)14-5-9(11,12)13/h1-4H,5H2,(H,14,15)",O=C(NCC(F)(F)F)c1ccc(Br)cc1,347.3702438438907,False,['214261-65-1'],0.2420054399,5,,,,,,
POOL-00030269,"InChI=1S/C11H12F3NO/c1-8(15-10(16)11(12,13)14)7-9-5-3-2-4-6-9/h2-6,8H,7H2,1H3,(H,15,16)",CC(Cc1ccccc1)N=C(O)C(F)(F)F,359.2424663857148,False,['331-04-4'],0.2442418614,5,,,,,,
POOL-00010785,"InChI=1S/C10H10F3NO/c11-10(12,13)15-8-3-4-9-7(6-8)2-1-5-14-9/h3-4,6,14H,1-2,5H2",FC(F)(F)Oc1ccc2c(c1)CCCN2,362.1754004058344,False,['212695-44-8'],0.215374058,5,,,,$262.60/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena181911440?context=bbe
POOL-00005068,"InChI=1S/C10H8FNOS/c1-6-12-9(5-14-6)7-2-3-10(13)8(11)4-7/h2-5,13H,1H3",Cc1nc(-c2ccc(O)c(F)c2)cs1,466.8955999296687,False,['1049605-13-1'],0.2500570796,5,,,,$127.40/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena159843389?context=bbe
POOL-00043444,"InChI=1S/C8H4BrF3N2/c9-4-1-2-5-6(3-4)14-7(13-5)8(10,11)12/h1-3H,(H,13,14)",FC(F)(F)c1nc2ccc(Br)cc2[nH]1,474.8813943977679,False,['3671-60-1'],0.2452455761,5,,,,,,
POOL-00007787,"InChI=1S/C10H10F3NO/c11-10(12,13)15-7-3-1-6(2-4-7)8-5-9(8)14/h1-4,8-9H,5,14H2",NC1CC1c1ccc(OC(F)(F)F)cc1,346.6802879079978,False,['1001316-74-0'],0.2299628812,5,,,,"$1,336.40/1 g",Ships in 30 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah3045a469?context=bbe
POOL-00000149,"InChI=1S/C10H7F3N2OS/c11-10(12,13)6-2-1-3-7(4-6)14-9-15-8(16)5-17-9/h1-4H,5H2,(H,14,15,16)",OC1=NC(=Nc2cccc(C(F)(F)F)c2)SC1,496.56953189846087,False,['325996-04-1'],0.2157800305,5,,,,$68.10/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r668273
POOL-00031382,"InChI=1S/C11H8F3NO/c1-6-5-9(16)7-3-2-4-8(10(7)15-6)11(12,13)14/h2-5H,1H3,(H,15,16)",Cc1cc(O)c2cccc(C(F)(F)F)c2n1,548.656351720515,False,['140908-88-9'],0.2371818691,5,,,,,,
POOL-00010397,"InChI=1S/C12H15F3N2/c13-12(14,15)10-8-9(4-5-11(10)16)17-6-2-1-3-7-17/h4-5,8H,1-3,6-7,16H2",Nc1ccc(N2CCCCC2)cc1C(F)(F)F,395.2274815422807,False,['954260-57-2'],0.2296106637,5,,,,$136.40/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo414278907?context=bbe
POOL-00007298,"InChI=1S/C8H5F3N2/c9-8(10,11)6-1-2-7-5(3-6)4-12-13-7/h1-4H,(H,12,13)",FC(F)(F)c1ccc2[nH]ncc2c1,430.12691417070425,False,['885271-64-7'],0.2393129904,5,"$146.80
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/5-trifluoromethyl-1h-indazole-97-thermo-scientific/MAY00296DA#885271-64-7,$23.10/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f8b88?context=bbe
POOL-00035627,"InChI=1S/C10H6F3NO/c11-10(12,13)7-3-1-2-6-8(15)4-5-14-9(6)7/h1-5H,(H,14,15)",Oc1ccnc2c(C(F)(F)F)cccc12,507.4839272222681,False,"['23779-96-6', '93919-57-4']",0.243959991,5,"$65.70
Each/1g",Check Availability,,$20.90/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh6fd7f9dc?context=bbe
