ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,fisher-price,fisher-avail,fisher-url,sigma-price,sigma-avail,sigma-url
POOL-00026473,"InChI=1S/C10H6F3NO/c11-10(12,13)8-3-1-2-7(4-8)9-5-14-6-15-9/h1-6H",FC(F)(F)c1cccc(-c2cnco2)c1,447.9411024528266,False,['175205-48-8'],0.2387470192,2,,,,$36.30/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c42bc?context=bbe
POOL-00022824,InChI=1S/C6H3F2NO/c7-4-2-1-3-5(8)6(4)9-10/h1-3H,O=Nc1c(F)cccc1F,241.6747708743933,False,['29270-54-0'],0.2409610009,2,,,,,,
POOL-00040639,"InChI=1S/C6H4F3N/c7-6(8,9)5-2-1-3-10-4-5/h1-4H",FC(F)(F)c1cccnc1,203.9829554837397,False,['3796-23-4'],0.2327860004,2,"$232.00
Each/25g",Check Availability,,$43.60/1 G,"Estimated to ship on December 26, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/643564
POOL-00024999,"InChI=1S/C8H4F3NOS/c9-8(10,11)14-7-3-1-6(2-4-7)12-5-13/h1-4H",O=C=Nc1ccc(SC(F)(F)F)cc1,353.84429559736816,False,['24032-84-6'],0.2556743298,2,"$162.70
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/4-trifluoromethylthio-phenyl-isocyanate-97-thermo-scientific-1/AAL1920603#24032-84-6,$112.80/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/matrixscientific/mat047023961?context=bbe
POOL-00037081,"InChI=1S/C6H4F3N/c7-6(8,9)5-1-3-10-4-2-5/h1-4H",FC(F)(F)c1ccncc1,203.9829554837397,False,['3796-24-5'],0.2273737013,2,"$65.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-trifluoromethyl-pyridine-97-thermo-scientific/AAB2295103#3796-24-5,$70.40/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/522910
POOL-00036119,InChI=1S/C7H4FNS/c8-6-3-1-2-4-7(6)9-5-10/h1-4H,Fc1ccccc1N=C=S,278.6895252608723,False,['38985-64-7'],0.2141568627,2,"$43.70
Each/5g",Check Availability,https://www.fishersci.com/shop/products/2-fluorophenyl-isothiocyanate-97-thermo-scientific/AAA1831406#38985-64-7,$273.00/25 G,"Estimated to ship on December 30, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/253693
POOL-00026446,"InChI=1S/C8H4F3NOS/c9-8(10,11)13-7-3-1-6(2-4-7)12-5-14/h1-4H",FC(F)(F)Oc1ccc(N=C=S)cc1,353.8442955973681,False,['64285-95-6'],0.2641515039,2,"$41.25
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-trifluoromethoxy-phenyl-isothiocyanate-97-thermo-scientific/AAH6401303#64285-95-6,$13.20/1 g,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh97ba012a?context=bbe
POOL-00042515,InChI=1S/C7H4FNS/c8-6-2-1-3-7(4-6)9-5-10/h1-4H,Fc1cccc(N=C=S)c1,278.6895252608723,False,['404-72-8'],0.2168904791,2,"$56.40
Each/5g",Check Availability,https://www.fishersci.com/shop/products/3-fluorophenyl-isothiocyanate-97-thermo-scientific/AAB2500106#404-72-8,$133.00/10 G,"Estimated to ship on November 02, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/f14351
POOL-00032185,"InChI=1S/C11H10F3NO/c12-11(13,14)8-3-1-4-9(7-8)15-6-2-5-10(15)16/h1,3-4,7H,2,5-6H2",O=C1CCCN1c1cccc(C(F)(F)F)c1,413.9358564831848,False,['38348-84-4'],0.2200805901,2,,,,$68.10/1MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t309486
POOL-00029983,"InChI=1S/C9H10F3N/c1-13-6-7-3-2-4-8(5-7)9(10,11)12/h2-5,13H,6H2,1H3",CNCc1cccc(C(F)(F)F)c1,280.43345758276485,False,['90390-07-1'],0.2228179455,2,"$42.45
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/n-methyl-n-3-trifluoromethyl-benzyl-amine-97-thermo-scientific/MO00895DA#90390-07-1,$99.70/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/cbr01226
POOL-00011761,"InChI=1S/C6H6BrF3N2/c1-3-4(7)5(6(8,9)10)11-12(3)2/h1-2H3",Cc1c(Br)c(C(F)(F)F)nn1C,302.4772218053425,False,['721402-02-4'],0.2177067189,2,,,,,,
POOL-00027122,"InChI=1S/C11H10F3NO/c12-11(13,14)8-3-5-9(6-4-8)15-7-1-2-10(15)16/h3-6H,1-2,7H2",O=C1CCCN1c1ccc(C(F)(F)F)cc1,396.6858564831849,False,['188622-31-3'],0.2239192206,2,,,,,,
POOL-00004808,"InChI=1S/C8H11F3O/c9-8(10,11)7-3-1-2-6(4-7)5-12/h5-7H,1-4H2",O=CC1CCCC(C(F)(F)F)C1,164.17613301301972,False,['1461715-02-5'],0.2303018567,2,,,,,,
POOL-00013340,InChI=1S/C9H6BrNS/c10-9-11-8(6-12-9)7-4-2-1-3-5-7/h1-6H,Brc1nc(-c2ccccc2)cs1,369.0273776360866,False,['57516-16-2'],0.2162678272,2,"$90.00
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/2-bromo-4-phenylthiazole-97-thermo-scientific-1/AAH5224503#57516-16-2,$619.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/719617
POOL-00031222,"InChI=1S/C10H5F6N/c11-9(12,13)7-3-6(1-2-17)4-8(5-7)10(14,15)16/h3-5H,1H2",N#CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,419.084643967819,False,['85068-32-2'],0.221161727,2,"$38.50
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-5-bis-trifluoromethyl-phenylacetonitrile-97-thermo-scientific/AAA1957603#85068-32-2,$109.00/5 G,"Only 2 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/263427
POOL-00008085,"InChI=1S/C10H12F3N/c1-14-7-6-8-2-4-9(5-3-8)10(11,12)13/h2-5,14H,6-7H2,1H3",CNCCc1ccc(C(F)(F)F)cc1,276.4137393813849,False,['137069-25-1'],0.2333305698,2,,,,$138.00/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh14dbb304?context=bbe
POOL-00031300,"InChI=1S/C8H4F3NS/c9-8(10,11)7-12-5-3-1-2-4-6(5)13-7/h1-4H",FC(F)(F)c1nc2ccccc2s1,399.12691417070414,False,['14468-40-7'],0.2408016215,2,,,,$106.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s450138
POOL-00025234,"InChI=1S/C8H3BrF3NOS/c9-5-1-2-6(13-4-15)7(3-5)14-8(10,11)12/h1-3H",FC(F)(F)Oc1cc(Br)ccc1N=C=S,414.83807572015934,False,['238742-91-1'],0.2336318942,2,,,,,,
POOL-00025000,"InChI=1S/C9H3F6NS/c10-8(11,12)5-1-6(9(13,14)15)3-7(2-5)16-4-17/h1-3H",FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1,437.10491468786097,False,['23165-29-9'],0.2266892998,2,"$29.90
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-5-bis-trifluoromethyl-phenyl-isothiocyanate-99-thermo-scientific/AC319520010#23165-29-9,$36.90/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/468517
POOL-00009745,"InChI=1S/C10H5BrF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",FC(F)(F)c1ccc2c(Br)ccnc2c1,507.4839272222681,False,['89446-67-3'],0.2365933923,2,,,,,,
POOL-00006754,"InChI=1S/C10H5BrF3N/c11-8-3-4-15-9-2-1-6(5-7(8)9)10(12,13)14/h1-5H",FC(F)(F)c1ccc2nccc(Br)c2c1,507.4839272222681,False,['1070879-32-1'],0.2322911573,2,,,,,,
POOL-00001471,"InChI=1S/C8H3BrF7N/c9-4-1-2-17-5(3-4)6(10,11)7(12,13)8(14,15)16/h1-3H",FC(F)(F)C(F)(F)C(F)(F)c1cc(Br)ccn1,414.5798756372111,False,['1816283-37-0'],0.2429885315,2,,,,,,
POOL-00018558,"InChI=1S/C8H4F3NS2/c9-8(10,11)14-7-3-1-2-6(4-7)12-5-13/h1-4H",FC(F)(F)Sc1cccc(N=C=S)c1,369.0942955973681,False,['42729-26-0'],0.244962345,2,,,,,,
POOL-00030314,"InChI=1S/C14H9F4NO/c15-11-6-1-2-7-12(11)19-13(20)9-4-3-5-10(8-9)14(16,17)18/h1-8H,(H,19,20)",OC(=Nc1ccccc1F)c1cccc(C(F)(F)F)c1,649.6173175423753,False,['199461-55-7'],0.2394564015,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782343
POOL-00030273,"InChI=1S/C14H9F4NO/c15-11-4-6-12(7-5-11)19-13(20)9-2-1-3-10(8-9)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,619.8161844366886,False,['33489-71-3'],0.2394722493,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782386
POOL-00021205,"InChI=1S/C14H9F4NO/c15-10-5-3-4-9(8-10)13(20)19-12-7-2-1-6-11(12)14(16,17)18/h1-8H,(H,19,20)",OC(=Nc1ccccc1C(F)(F)F)c1cccc(F)c1,649.6173175423753,False,['3850-95-1'],0.2421439866,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r130591
POOL-00034562,"InChI=1S/C14H9F4NO/c15-10-7-5-9(6-8-10)13(20)19-12-4-2-1-3-11(12)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1ccccc1C(F)(F)F)c1ccc(F)cc1,619.8161844366884,False,['2053-99-8'],0.2431383572,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s801488
POOL-00037025,"InChI=1S/C15H12F3NO/c16-15(17,18)12-7-4-8-13(10-12)19-14(20)9-11-5-2-1-3-6-11/h1-8,10H,9H2,(H,19,20)",OC(Cc1ccccc1)=Nc1cccc(C(F)(F)F)c1,606.0157328233128,False,['1939-21-5'],0.2460072617,3,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s900478
POOL-00033433,"InChI=1S/C14H10F3NO/c15-14(16,17)11-5-3-6-12(8-11)18-9-10-4-1-2-7-13(10)19/h1-9,19H",Oc1ccccc1C=Nc1cccc(C(F)(F)F)c1,605.6352264399749,False,['351-16-6'],0.2458347361,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s532827
POOL-00024459,"InChI=1S/C14H9BrF3NO/c15-11-5-2-6-12(8-11)19-13(20)9-3-1-4-10(7-9)14(16,17)18/h1-8H,(H,19,20)",OC(=Nc1cccc(Br)c1)c1cccc(C(F)(F)F)c1,652.8624300402118,False,['710310-54-6'],0.2400667583,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r130362
POOL-00036847,"InChI=1S/C15H12F3NO/c1-10-5-2-3-8-13(10)14(20)19-12-7-4-6-11(9-12)15(16,17)18/h2-9H,1H3,(H,19,20)",Cc1ccccc1C(O)=Nc1cccc(C(F)(F)F)c1,647.5620400148906,False,['1939-22-6'],0.2440781713,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r573728
POOL-00030274,"InChI=1S/C14H9BrF3NO/c15-11-4-6-12(7-5-11)19-13(20)9-2-1-3-10(8-9)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1ccc(Br)cc1)c1cccc(C(F)(F)F)c1,623.0612969345251,False,['562080-79-9'],0.238918744,3,,,,$172.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r130257
POOL-00031891,"InChI=1S/C15H12F3NO/c1-10-6-8-11(9-7-10)14(20)19-13-5-3-2-4-12(13)15(16,17)18/h2-9H,1H3,(H,19,20)",Cc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1,617.7609069092039,False,['303793-20-6'],0.2433230532,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r291749
POOL-00022965,"InChI=1S/C15H12F3NO/c16-15(17,18)13(11-7-3-1-4-8-11)19-14(20)12-9-5-2-6-10-12/h1-10,13H,(H,19,20)",OC(=NC(c1ccccc1)C(F)(F)F)c1ccccc1,579.0725505612995,False,['13652-10-3'],0.2480592512,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r269468
POOL-00033470,"InChI=1S/C14H10F3NO/c15-14(16,17)11-6-2-3-7-12(11)18-9-10-5-1-4-8-13(10)19/h1-9,19H",Oc1ccccc1C=Nc1ccccc1C(F)(F)F,605.6352264399749,False,['35717-67-0'],0.2440620428,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s583952
POOL-00022885,"InChI=1S/C15H18F3NO/c16-15(17,18)13-8-6-11(7-9-13)10-19-14(20)12-4-2-1-3-5-12/h6-9,12H,1-5,10H2,(H,19,20)",OC(=NCc1ccc(C(F)(F)F)cc1)C1CCCCC1,459.00212437185934,False,['305849-44-9'],0.254074836,3,,,,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r371718
POOL-00034346,"InChI=1S/C14H9F4NO/c15-11-6-4-9(5-7-11)13(20)19-12-3-1-2-10(8-12)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,619.8161844366884,False,['2054-00-4'],0.2424279138,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s801496
POOL-00027688,"InChI=1S/C14H9F4NO/c15-12-4-2-1-3-11(12)13(20)19-10-7-5-9(6-8-10)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccc1F,619.8161844366886,False,['2053-96-5'],0.2447382517,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782351
POOL-00017187,"InChI=1S/C15H12F3NO2/c16-15(17,18)12-7-4-8-13(9-12)19-14(20)21-10-11-5-2-1-3-6-11/h1-9H,10H2,(H,19,20)",OC(=Nc1cccc(C(F)(F)F)c1)OCc1ccccc1,624.315898391974,False,['18585-04-1'],0.2148425028,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s652784
POOL-00026470,"InChI=1S/C14H9F4NO/c15-11-5-1-9(2-6-11)13(20)19-12-7-3-10(4-8-12)14(16,17)18/h1-8H,(H,19,20)",OC(=Nc1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,615.1173175423754,False,['2054-01-5'],0.2450465848,3,,,,$106.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782378
POOL-00028012,"InChI=1S/C15H12F3NO/c1-10-5-7-11(8-6-10)14(20)19-13-4-2-3-12(9-13)15(16,17)18/h2-9H,1H3,(H,19,20)",Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1,617.7609069092039,False,['144918-48-9'],0.245610019,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r292052
POOL-00018002,"InChI=1S/C14H10F3NO2/c15-10-5-6-12(17)13(7-10)18-14(19)20-8-9-3-1-2-4-11(9)16/h1-7H,8H2,(H,18,19)",OC(=Nc1cc(F)ccc1F)OCc1ccccc1F,644.0661844366886,False,['198879-58-2'],0.2156700838,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s743046
POOL-00020410,"InChI=1S/C16H13F4NO/c17-13-5-1-11(2-6-13)15(22)9-10-21-14-7-3-12(4-8-14)16(18,19)20/h1-8,21H,9-10H2",O=C(CCNc1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,632.6905364961106,False,['477334-16-0'],0.2422998792,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l250538
POOL-00026650,"InChI=1S/C12H10F3NOS/c1-7-10(6-17)18-11(16-7)8-2-4-9(5-3-8)12(13,14)15/h2-5,17H,6H2,1H3",Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CO,545.4404330479186,False,['317318-96-0'],0.248440423,3,,,,,,
POOL-00021120,"InChI=1S/C14H12F3NO/c1-9-2-5-11(6-3-9)19-13-7-4-10(8-12(13)18)14(15,16)17/h2-8H,18H2,1H3",Cc1ccc(Oc2ccc(C(F)(F)F)cc2N)cc1,576.235215082049,False,['16824-50-3'],0.2140880282,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s508675
POOL-00022789,"InChI=1S/C15H12F3NO2/c16-15(17,18)13(11-7-3-1-4-8-11)21-14(20)19-12-9-5-2-6-10-12/h1-10,13H,(H,19,20)",OC(=Nc1ccccc1)OC(c1ccccc1)C(F)(F)F,597.320724306083,False,['2648-11-5'],0.2142139325,3,,,,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s184691
POOL-00035385,"InChI=1S/C16H12F5NO/c1-10(23)22-15(16(19,20)21,11-2-6-13(17)7-3-11)12-4-8-14(18)9-5-12/h2-9H,1H3,(H,22,23)",CC(O)=NC(c1ccc(F)cc1)(c1ccc(F)cc1)C(F)(F)F,655.2456084297711,False,['2247-78-1'],0.238128216,3,,,,,,
POOL-00034535,"InChI=1S/C14H17F3N2O/c1-10-4-3-7-19(9-10)13(20)18-12-6-2-5-11(8-12)14(15,16)17/h2,5-6,8,10H,3-4,7,9H2,1H3,(H,18,20)",CC1CCCN(C(O)=Nc2cccc(C(F)(F)F)c2)C1,499.43753753501954,False,['60464-96-2'],0.2463377686,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s644579
POOL-00026284,"InChI=1S/C12H11F3N2OS/c1-17-11(19-8-5-3-2-4-6-8)9(7-18)10(16-17)12(13,14)15/h2-6,18H,7H2,1H3",Cn1nc(C(F)(F)F)c(CO)c1Sc1ccccc1,566.3437394751018,False,['318239-51-9'],0.214330702,3,,,,,,
POOL-00027426,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,566.707963548519,False,"['54910-89-3', '57226-07-0']",0.2304660473,3,,,,,,
POOL-00034536,"InChI=1S/C15H19F3N2O/c1-10-5-3-6-11(2)20(10)14(21)19-13-8-4-7-12(9-13)15(16,17)18/h4,7-11H,3,5-6H2,1-2H3,(H,19,21)",CC1CCCC(C)N1C(O)=Nc1cccc(C(F)(F)F)c1,517.895169364729,False,['60464-97-3'],0.2469078783,3,,,,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s488410
POOL-00032278,"InChI=1S/C15H9F6NO/c16-14(17,18)10-6-11(15(19,20)21)8-12(7-10)22-13(23)9-4-2-1-3-5-9/h1-8H,(H,22,23)",OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,686.7323399614263,False,['192049-16-4'],0.2366423827,3,,,,$68.10/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t109924
POOL-00013262,"InChI=1S/C16H16F3NO/c17-16(18,19)13-6-8-14(9-7-13)21-15(10-11-20)12-4-2-1-3-5-12/h1-9,15H,10-11,20H2",NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,551.9848139281285,False,"['83891-03-6', '56161-73-0']",0.2188082596,3,,,,,,
POOL-00028106,"InChI=1S/C12H8F3NO2/c13-12(14,15)8-4-1-2-5-9(8)16-11(17)10-6-3-7-18-10/h1-7H,(H,16,17)",O=C(Nc1ccccc1C(F)(F)F)c1ccco1,546.7002080522457,False,['200876-91-1'],0.217596341,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s779660
POOL-00032323,"InChI=1S/C15H14FNO2/c1-19-12-8-6-11(7-9-12)10-15(18)17-14-5-3-2-4-13(14)16/h2-9H,10H2,1H3,(H,17,18)",COc1ccc(CC(O)=Nc2ccccc2F)cc1,578.9543750653814,False,['329937-90-8'],0.2155918327,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r536938
POOL-00018728,"InChI=1S/C16H14F3NOS/c1-11-2-8-14(9-3-11)22-10-15(21)20-13-6-4-12(5-7-13)16(17,18)19/h2-9H,10H2,1H3,(H,20,21)",Cc1ccc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,635.9356489939471,False,['755015-57-7'],0.2397262378,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l294837
POOL-00034088,"InChI=1S/C14H17F3N2O/c15-14(16,17)11-5-4-6-12(9-11)18-13(20)10-19-7-2-1-3-8-19/h4-6,9H,1-3,7-8,10H2,(H,18,20)",OC(CN1CCCCC1)=Nc1cccc(C(F)(F)F)c1,479.5525143971806,False,['793-15-7'],0.234041898,3,,,,,,
POOL-00021481,"InChI=1S/C13H16F3NO/c1-12(2,3)11(18)17-8-9-4-6-10(7-5-9)13(14,15)16/h4-7H,8H2,1-3H3,(H,17,18)",CC(C)(C)C(O)=NCc1ccc(C(F)(F)F)cc1,427.0349580516336,False,['304664-20-8'],0.2605836136,3,,,,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r344176
POOL-00031521,"InChI=1S/C15H9F6NO/c16-14(17,18)10-5-11(15(19,20)21)7-12(6-10)22-8-9-3-1-2-4-13(9)23/h1-8,23H",Oc1ccccc1C=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,701.2274524592627,False,['92175-89-8'],0.2389011335,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s649333
POOL-00029238,"InChI=1S/C15H9F6NO/c16-14(17,18)10-4-6-12(7-5-10)22-13(23)9-2-1-3-11(8-9)15(19,20)21/h1-8H,(H,22,23)",O=C(Nc1ccc(C(F)(F)F)cc1)c1cccc(C(F)(F)F)c1,703.1424203241223,False,['195371-89-2'],0.2337873814,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782297
POOL-00026451,"InChI=1S/C14H11F3O/c15-14(16,17)12-8-4-7-11(9-12)13(18)10-5-2-1-3-6-10/h1-9,13,18H",OC(c1ccccc1)c1cccc(C(F)(F)F)c1,520.0623551998681,False,"['728-80-3', '210170-96-0']",0.2215420367,3,"$47.90
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-trifluoromethyl-benzhydrol-97-thermo-scientific/AAL1441403#728-80-3,$176.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/538817
POOL-00011664,"InChI=1S/C16H14F3NO/c1-11(12-7-9-13(21-2)10-8-12)20-15-6-4-3-5-14(15)16(17,18)19/h3-10H,1-2H3",COc1ccc(C(C)=Nc2ccccc2C(F)(F)F)cc1,645.3168192622804,False,['853349-93-6'],0.2235605986,3,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t115029
POOL-00032427,"InChI=1S/C12H14F3NO/c1-11(2,3)10(17)16-9-6-4-5-8(7-9)12(13,14)15/h4-7H,1-3H3,(H,16,17)",CC(C)(C)C(O)=Nc1cccc(C(F)(F)F)c1,430.1122610529472,False,['1939-19-1'],0.2426386073,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s902713
POOL-00037445,"InChI=1S/C15H11F3O2S/c16-15(17,18)11-6-7-13(12(8-11)14(19)20)21-9-10-4-2-1-3-5-10/h1-8H,9H2,(H,19,20)",O=C(O)c1cc(C(F)(F)F)ccc1SCc1ccccc1,639.1121439954974,False,['24156-14-7'],0.2182621077,3,,,,$81.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph003289
POOL-00023859,"InChI=1S/C12H10F7NO/c13-10(14,11(15,16)12(17,18)19)7-20-9(21)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,20,21)",OC(Cc1ccccc1)=NCC(F)(F)C(F)(F)C(F)(F)F,496.0774477622068,False,['304458-25-1'],0.2484012908,3,,,,,,
POOL-00020662,"InChI=1S/C14H13F4NO2/c15-5-6-21-13(20)7-11(14(16,17)18)10-8-19-12-4-2-1-3-9(10)12/h1-4,8,11,19H,5-7H2",O=C(CC(c1c[nH]c2ccccc12)C(F)(F)F)OCCF,620.7066872808778,False,['184535-76-0'],0.2145698938,3,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r548227
POOL-00034988,"InChI=1S/C15H15NO2/c1-11-4-3-5-13(10-11)16-15(17)12-6-8-14(18-2)9-7-12/h3-10H,1-2H3,(H,16,17)",COc1ccc(C(=O)Nc2cccc(C)c2)cc1,546.6749890908637,False,['7464-53-1'],0.2143330432,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r590770
POOL-00011578,"InChI=1S/C15H12F3NO2/c1-2-21-14(20)11-8-9-12(15(16,17)18)19-13(11)10-6-4-3-5-7-10/h3-9H,2H2,1H3",CCOC(=O)c1ccc(C(F)(F)F)nc1-c1ccccc1,639.1121439954974,False,['149770-27-4'],0.2171475997,3,,,,,,
POOL-00026478,"InChI=1S/C15H9F6NO/c16-14(17,18)10-3-1-9(2-4-10)13(23)22-12-7-5-11(6-8-12)15(19,20)21/h1-8H,(H,22,23)",OC(=Nc1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,698.7323399614262,False,['195371-90-5'],0.2336034089,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782289
POOL-00016398,"InChI=1S/C16H13BrF3NO/c17-13-5-1-11(2-6-13)15(22)9-10-21-14-7-3-12(4-8-14)16(18,19)20/h1-8,21H,9-10H2",O=C(CCNc1ccc(C(F)(F)F)cc1)c1ccc(Br)cc1,635.9356489939471,False,['477334-28-4'],0.2402661391,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l250708
